player,forehand_winner_per,backhand_winner_per,forehand_unforced_error_per,backhand_unforced_error_per,net_per,net_point_direct_win_per,net_point_winning_per,net_point_error_per,passing_per,winner_per,err_per,pts_won_Ite_3_shots_per,shots_in_pts_won_per,shots_in_pts_lost_per,shots_in_won_vs_lost_ratio,inside_in_per,inside_out_per,Counter Puncher,Attacking Baseliner,All-Court Player,Solid Baseliner
Grigor Dimitrov,8.21,3.02,8.24,8.24,9.47,62.6,6.56,44.28,11.93,31.79083333333334,32.908611111111114,35.6,49.01,50.99,1.02,2.21,11.96,6.692335761848906e-06,99.99766017369981,0.002331184921623085,1.949042731024135e-06
Guido Andreozzi,7.7,2.72,11.92,7.7,13.12,47.5,9.27,49.43,5.56,25.46,37.510000000000005,28.96,47.17,52.83,0.94,3.53,18.72,0.06388165403403008,99.93140476690938,0.004698907213128325,1.4671843432771366e-05
Guido Pella,7.24,3.11,9.17,7.02,9.55,59.4,6.41,40.53,11.97,25.08,32.96600000000001,26.16,51.36,48.64,1.1,2.03,8.27,0.00013625527615427791,99.99976340218892,9.464073271360683e-05,5.7018021772351515e-06
Guillermo Canas,6.57,1.85,5.89,5.61,10.83,69.31,6.18,51.1,11.21,27.45333333333333,24.916666666666668,33.95,50.45,49.55,1.1,3.01,16.09,1.0461314755949836e-06,99.96522799259051,0.034715714767712104,5.524651034491191e-05
Guillermo Coria,7.69,3.84,9.9,7.14,9.31,64.1,5.99,36.23,21.84,26.285714285714285,29.61428571428571,22.19,51.53,48.47,1.11,1.72,8.49,0.0015479602559101016,99.99841812217541,1.7461191384255043e-05,1.6456377242560445e-05
Guillermo Garcia Lopez,7.42,2.88,5.54,5.43,6.53,69.89,4.79,32.03,3.8,27.02625,26.65125,37.56,54.8,45.2,1.23,1.51,10.72,5.38178845620145e-06,99.99966390799449,0.0003295961311544758,1.1140859752805254e-06
Guillermo Vilas,10.55,5.8,9.24,14.4,32.47,67.34,16.24,38.66,15.14,39.055,29.450000000000003,8.72,36.52,63.48,0.58,0.42,6.38,7.421131325513704e-05,2.3192035877426305,1.6150240879282857e-06,97.68072058591986
Gustavo Kuerten,7.34,5.78,7.18,9.41,13.69,48.63,9.02,47.42,10.61,33.58272727272728,32.598181818181814,34.14,51.02,48.98,1.12,1.45,9.47,2.2067409554659244e-06,99.76506291666276,0.23490710949028493,2.776710600383574e-05
Guy Forget,6.68,3.99,4.93,6.39,23.17,34.65,16.75,30.64,10.32,37.845,27.716666666666665,42.46,46.87,53.13,0.89,1.38,8.96,3.40668251035819e-06,90.2787653850137,1.544357892562653e-05,9.721215764724818
Henri Laaksonen,11.4,1.78,8.68,5.68,4.41,79.16,2.74,26.19,22.5,33.015,32.56,35.97,60.18,39.82,1.69,1.69,10.76,1.0987905592987496e-05,99.99998867710566,2.2167324214416208e-07,1.1331542271834587e-07
Henri Leconte,8.37,6.56,3.02,12.48,50.03,41.13,25.55,35.6,16.89,43.395,30.71,22.44,45.9,54.1,0.89,0.3,4.96,2.6535015425901725e-17,8.541653683534258e-07,1.6917423939167865e-13,99.99999914583455
Holger Rune,7.41,4.34,10.23,5.69,21.48,50.44,13.48,46.32,10.84,29.92333333333333,33.50333333333334,35.61,49.94,50.06,1.01,1.94,18.11,0.0064070333980343125,99.93964347638791,0.003622327906279643,0.050327162307772524
Horacio Zeballos,8.0,4.84,10.04,8.17,8.81,81.25,4.73,50.0,17.14,29.605,35.885,41.02,58.14,41.86,1.42,1.12,10.87,6.335473034411857e-06,99.49253851341825,0.5074550989005144,5.220821339369316e-08
Hubert Hurkacz,6.86,3.19,9.3,7.24,15.36,52.25,10.49,47.11,10.4,32.81,32.710408163265306,36.73,49.8,50.2,1.03,1.39,9.4,6.0064385265470825e-05,99.99498135865164,0.004300419473111168,0.0006581574899532927
Hugo Dellien,9.1,2.85,14.24,7.13,8.82,74.53,6.44,37.98,10.32,26.195,36.7225,26.87,50.99,49.01,1.08,5.01,20.98,7.157349889542057,92.84254101849288,0.00010878566924112161,3.062958643271089e-07
Hunter Reese,3.7,4.94,9.88,7.41,7.41,33.33,3.7,66.67,7.5,25.93,30.86,33.14,44.03,55.97,0.79,0.0,7.52,0.00010391762131008193,38.77250072846461,61.227395320559076,3.335492627481571e-08
Hyeon Chung,5.64,2.88,8.1,9.31,6.27,34.03,3.15,64.62,5.83,20.13714285714286,33.93,31.62,50.39,49.61,1.45,0.45,7.66,1.3097256912125644e-05,52.98340893542984,47.016577949060554,1.8252795304223204e-08
Igor Andreev,5.03,1.72,10.66,7.36,4.42,42.86,1.72,69.23,3.57,20.215,35.55,35.0,34.21,65.78,0.54,1.69,14.92,0.001935972065949527,90.87921188972847,9.118852135392489,2.813252387749452e-09
Igor Sijsling,8.36,6.07,3.65,3.2,15.62,43.51,10.76,24.67,17.26,36.39,28.883333333333336,41.14,67.05,32.95,2.42,2.29,13.15,2.1097995100827846e-06,99.99668448535354,0.0004199707762449932,0.0028934340706239883
Illya Marchenko,2.78,2.3,12.83,9.6,8.24,27.78,5.54,51.25,11.54,20.77,40.245000000000005,36.94,42.8,57.2,0.76,2.04,8.78,0.03427737443779137,99.89099584667268,0.07472669670201341,8.218734548680294e-08
Inigo Cervantes Huegun,5.03,3.74,7.01,8.41,5.65,77.78,4.55,33.33,11.37,25.03,30.89,38.13,46.16,53.84,0.9,1.41,11.49,2.536084385200609e-05,99.99481462833414,0.005159895022534583,1.1579945781320522e-07
Irakli Labadze,7.89,1.32,12.5,6.58,9.21,33.33,3.95,71.43,11.11,27.27,34.87,32.47,46.47,53.53,0.87,1.28,11.11,0.0005487335801620154,99.78403233117245,0.21541853928595509,3.9596136811590925e-07
Ivan Dodig,7.02,4.45,10.64,6.65,18.71,54.48,11.79,38.32,9.58,35.3275,30.5675,34.32,41.66,58.34,0.72,1.02,8.41,0.047724402782206715,99.92728706350175,0.00018604206498921952,0.02480249165113656
Ivan Lendl,8.86,6.32,5.9,6.84,19.94,47.08,13.18,42.63,12.77,38.30111111111111,28.918888888888887,35.36,51.46,48.54,1.09,1.73,10.31,1.1444212632933503e-06,99.95811501345824,0.0028194209502469406,0.03906442117022059
Ivan Ljubicic,5.67,3.96,7.46,9.15,14.66,45.68,8.8,48.72,6.41,33.608333333333334,33.81333333333333,40.69,44.96,55.04,0.82,0.46,8.96,1.6737636872125825e-06,99.82982582050865,0.17010801697079692,6.448875693329165e-05
Ivo Karlovic,7.96,4.19,7.58,6.4,34.32,45.38,22.14,35.08,10.27,49.93533333333333,30.831333333333337,52.28,46.39,53.61,0.89,1.88,11.82,9.827842963639186e-08,0.4226575034990999,3.13633919976918e-07,99.57734208458857
Jack Draper,7.37,3.16,4.21,6.84,10.0,45.45,5.79,47.37,19.35,22.43,24.74,29.02,57.61,42.39,1.36,0.79,10.0,4.893807995351206e-08,99.99536357912159,0.004587859416863978,4.8512523452282495e-05
Jack Sock,6.64,2.97,11.3,7.4,8.78,58.44,4.72,43.25,6.93,30.044000000000004,33.388,39.93,42.44,57.56,0.8,3.04,20.32,0.12425275034560679,99.8389504604528,0.03679657860360887,2.1059791090262606e-07
James Blake,7.64,2.32,9.17,6.51,13.94,42.5,8.38,50.54,13.52,28.625,31.835000000000004,34.9,46.49,53.51,0.89,1.85,12.36,0.0001216431328059549,99.99874903612258,0.0009276705862103725,0.00020165015847454723
James Ward,5.94,3.48,10.94,5.41,8.8,41.11,6.85,54.16,16.66,23.375,36.595,40.38,55.78,44.22,1.46,3.7,26.98,0.009384382439541379,98.21046698495127,1.7801485060786777,1.2653051718813812e-07
Jan Hernych,6.56,0.82,8.2,8.2,20.49,50.0,9.84,64.0,0.0,19.61,32.79,26.08,43.65,56.35,0.77,0.0,8.91,1.1840955279375138e-05,99.90882391589719,0.05336311731640838,0.037801125831225996
Jan Lennard Struff,7.18,3.91,9.58,8.3,17.75,53.55,11.27,40.51,9.73,34.462857142857146,34.10285714285714,45.02,49.9,50.1,1.09,0.84,8.57,0.0003370312537064297,99.9922748455044,0.00600627129523971,0.0013818519466535398
Janko Tipsarevic,3.61,3.61,4.02,4.42,5.62,60.0,4.02,42.86,6.25,22.03,24.5,48.99,51.44,48.56,1.06,1.72,10.63,4.903496324926767e-07,99.66073680283831,0.33926250919811074,1.9761398486644314e-07
Jannik Sinner,8.16,3.94,9.88,8.47,12.37,60.82,9.47,42.98,17.52,31.810714285714283,33.95,36.54,53.74,46.26,1.2,1.52,8.69,7.337830109667231e-05,99.99819318946173,0.001702964120339819,3.0468116897188612e-05
Jarkko Nieminen,6.41,2.34,7.28,9.9,9.59,42.06,6.01,55.5,13.15,23.960000000000004,31.14833333333333,33.44,41.77,58.23,0.72,0.6,10.26,4.552224182009507e-06,99.90657345504842,0.09341797168517532,4.021042208566365e-06
Jarmere Jenkins,8.2,2.73,10.94,8.98,16.8,34.78,8.98,53.49,13.33,27.56,37.5,24.62,53.12,46.88,1.13,0.96,10.0,9.588349649078061e-05,99.99797886226656,0.0014890265209611068,0.0004362277159537881
Jason Stoltenberg,6.74,10.67,2.25,3.93,42.13,39.53,24.16,24.0,10.0,48.65,19.1,43.3,51.59,48.41,1.07,0.0,0.0,1.752956949667353e-12,0.0001097437878504369,1.4849852221577858e-10,99.9998902560618
Jaume Munar,5.37,3.59,8.28,5.58,7.53,57.28,5.29,44.56,11.09,23.161666666666672,28.74333333333333,26.18,48.49,51.51,0.98,0.99,9.04,0.00020963122361088797,99.99769725352176,0.0020900920522988853,3.023202395351212e-06
Jeremy Chardy,8.63,1.88,10.73,7.49,9.53,63.91,6.7,39.23,11.02,33.47538461538461,37.32615384615385,37.95,43.87,56.13,0.87,4.22,17.43,0.0010667110973301933,99.99887232213092,6.014995701326859e-05,8.168146879899364e-07
Jerzy Janowicz,6.49,3.1,14.31,9.61,14.52,48.41,9.26,54.04,17.83,37.4275,40.298,40.62,35.92,64.08,0.69,1.78,10.04,0.07091341598689532,99.9040186606038,0.025044596084852003,2.332732447858101e-05
Jim Courier,7.64,4.94,7.06,4.86,16.26,44.64,10.77,47.23,9.32,30.916470588235292,29.41588235294117,33.06,52.13,47.87,1.16,2.79,15.31,3.555883516231673e-05,99.9902957002405,0.008224342458268061,0.0014443984660941593
Jimmy Connors,6.94,6.67,7.43,5.73,27.1,41.08,16.78,40.24,10.5,28.944444444444443,32.72999999999999,35.57,53.04,46.96,1.16,0.33,9.08,0.0001250456779973125,91.38142205045898,0.0010182169813456687,8.61743468688175
Jiri Hrebec,6.06,3.03,11.36,6.82,31.06,28.57,15.91,60.98,6.67,28.0,33.33,23.36,39.85,60.15,0.66,0.78,10.2,0.005664237747192749,18.322564570408172,0.0009699850564880853,81.67080120678824
Jiri Novak,5.85,3.56,7.23,6.11,12.13,47.25,8.44,48.86,10.66,23.47,33.410000000000004,29.82,47.0,53.0,0.9,0.45,9.85,3.613898538760971e-06,99.9982156967406,0.0017274918548609004,5.3197505953079054e-05
Jiri Vesely,5.66,5.16,5.24,7.43,13.61,50.96,9.57,53.31,12.54,30.382,27.918,37.2,56.66,43.34,1.5,0.21,6.66,1.0027952559954074e-07,94.55043620013979,5.449350486331947,0.00021321324880798522
Jo Wilfried Tsonga,8.8,3.4,9.9,8.93,15.52,58.5,10.8,40.67,12.54,37.13969696969696,35.5660606060606,36.61,47.89,52.11,1.01,2.69,12.2,0.0001433072631476983,99.99917713515973,0.00039040515852984255,0.0002891524185782483
Joachim Johansson,8.02,1.07,13.37,10.16,12.83,35.71,7.49,54.17,7.14,43.59,39.04,43.88,26.35,73.65,0.36,3.78,10.31,0.05537216631731372,99.94070139736242,0.003920368082174757,6.068238194051453e-06
Joao Sousa,7.53,1.79,9.09,6.23,8.41,66.06,5.59,50.74,8.21,23.317777777777778,34.27,28.84,48.56,51.44,1.04,4.47,17.04,7.609217878310197e-05,99.99771972409387,0.0022035956420685477,5.880852189652496e-07
Joao Souza,10.48,3.23,15.32,8.87,8.06,62.5,6.45,20.0,16.67,28.79,29.03,39.64,50.5,49.5,1.02,1.72,11.49,99.418117845919,0.5818821245301384,1.6398897550090768e-08,1.315192583616811e-08
Johan Kriek,11.18,8.24,2.94,3.53,42.94,28.3,31.18,16.44,12.99,37.76,24.71,45.09,68.6,31.4,2.18,2.22,15.56,1.2030945525668642e-10,1.0172004476414646e-05,4.612317883179452e-13,99.99998982787463
John Isner,7.78,2.7,10.55,6.46,15.52,49.42,10.04,40.96,7.51,41.75258064516129,35.340967741935486,51.34,41.6,58.4,0.76,2.57,18.49,0.0025565100521042945,99.9956251883079,0.0017029885946488019,0.00011531304532571361
John Mcenroe,9.01,7.25,4.67,5.7,52.47,31.43,34.39,27.33,13.84,38.01333333333334,29.97444444444444,37.91,53.28,46.72,1.24,0.59,7.26,2.8674578247666225e-15,5.407786010920331e-09,1.7405213927119945e-17,99.99999999459223
John Millman,6.72,5.06,7.4,8.31,6.28,69.54,4.25,37.06,13.84,26.425,30.87666666666667,31.59,51.9,48.1,1.1,0.52,6.2,7.287619165942827e-06,99.99681683325825,0.00317572677866192,1.523439742866355e-07
John Newcombe,8.06,4.76,2.93,3.66,43.59,27.85,28.94,28.57,6.31,37.41,27.84,39.61,51.08,48.92,1.04,0.0,8.82,3.005099808863741e-14,3.628995771411166e-06,4.279372521148695e-15,99.99999637100412
Jonas Bjorkman,6.42,4.89,5.32,5.27,31.7,36.89,19.88,30.46,5.48,32.88833333333333,27.043333333333337,40.42,45.7,54.3,0.86,0.08,6.95,1.1635255725551396e-06,0.7436646335707111,9.84705979472497e-08,99.25633410443307
Jordan Thompson,4.5,4.2,5.34,6.19,8.5,61.73,6.44,25.8,12.75,25.453333333333337,27.505,38.43,57.86,42.14,1.39,0.82,12.19,8.019138910682711e-06,99.9987575090218,0.001227754569594075,6.717269652397941e-06
Jordi Arrese,6.25,3.41,8.52,5.4,9.66,68.18,6.25,41.18,13.46,20.67,26.42,32.18,57.0,43.0,1.33,6.39,23.79,0.00883646594763824,99.9640280590219,0.027131802703617414,3.672326787185948e-06
Juan Carlos Ferrero,7.27,4.22,8.11,7.5,6.53,53.37,4.62,46.6,9.72,31.334545454545456,31.141818181818188,35.62,47.33,52.67,0.98,1.98,8.8,2.1058503872266245e-05,99.97797605295615,0.022002764470581356,1.2406946690054277e-07
Juan Carlos Saez,6.35,0.0,28.57,15.87,15.87,50.0,6.35,60.0,0.0,42.86,53.97,27.91,17.19,82.81,0.21,5.3,16.67,99.99999968257924,3.155067993372405e-07,1.913743618036458e-09,1.1019397522142615e-15
Juan Ignacio Chela,2.11,4.21,6.32,9.47,7.37,25.0,4.21,85.71,11.11,20.51,32.63,38.83,43.57,56.43,0.77,0.73,8.03,3.26985645048772e-12,0.05203927325671907,99.94796072672801,1.2044346326667185e-11
Juan Ignacio Londero,8.55,2.5,10.74,6.99,7.98,74.4,5.61,40.83,7.98,26.616,36.6,36.88,49.05,50.95,0.99,2.9,16.05,0.0015959166193405315,99.99799320756334,0.0004107389146559574,1.369027258633859e-07
Juan Martin Del Potro,7.59,2.49,8.06,5.63,6.91,65.84,4.6,40.03,11.48,28.723124999999985,30.751041666666666,37.06,50.24,49.76,1.07,1.75,11.11,1.909991709429709e-05,99.99975072561807,0.0002295985560506056,5.759088355902698e-07
Juan Monaco,3.8,2.32,8.2,11.1,5.33,56.67,2.59,47.78,5.92,18.33333333333333,28.523333333333337,24.99,44.97,55.03,0.86,1.93,8.9,0.0004950656773468992,99.2855697721486,0.7139350481103299,1.1406361305484313e-07
Julian Reister,8.6,4.3,6.45,7.53,1.08,100.0,1.08,0.0,0.0,23.33,23.66,28.74,63.83,36.17,1.76,3.33,11.67,0.05919441000251794,99.9408010520334,4.525503913112137e-06,1.2460062723841819e-08
Julien Benneteau,9.57,4.55,6.34,5.68,12.26,61.11,6.9,36.59,17.22,34.9,26.706666666666667,40.65,54.22,45.78,1.24,1.9,13.55,4.3535787904771875e-06,99.99954764560067,0.0003965897581531085,5.141106239194752e-05
Jurgen Melzer,3.68,5.1,5.38,11.9,13.86,25.92,8.76,74.28,0.0,23.495,33.69,32.38,43.2,56.8,0.76,0.0,8.83,1.2847144977546052e-10,0.39160473695508063,99.60839523028426,3.2632151489650605e-08
Karen Khachanov,7.46,4.12,7.93,8.62,10.32,62.23,6.97,42.01,10.06,34.608333333333334,33.47416666666667,37.23,47.02,52.98,0.92,0.89,11.18,4.334957897183523e-06,99.99232055168939,0.007672524967614899,2.5883850871950423e-06
Karim Mohamed Maamoun,7.26,3.09,12.7,10.49,7.57,55.19,4.55,47.18,13.12,25.385238095238098,36.28428571428572,30.56,46.07,53.93,0.9,0.74,9.02,0.03970804948356368,99.94708086717063,0.013210976157669325,1.0718822167109305e-07
Karol Kucera,4.45,4.05,6.2,7.22,7.68,22.22,3.4,58.94,10.56,29.435,23.935,33.87,38.21,61.79,0.62,0.0,7.2,1.0932613882923829e-05,97.39863424990867,2.6013527577148707,2.0597625281021964e-06
Kei Nishikori,7.56,4.55,9.39,7.78,8.22,60.53,5.7,39.9,9.31,28.828,32.95171428571428,32.67,53.45,46.55,1.32,0.92,9.87,0.0007774403133846656,99.98770038035984,0.011521694650591486,4.846762032987766e-07
Kevin Anderson,5.99,3.15,9.57,7.35,12.92,51.47,8.02,48.91,5.08,36.00444444444444,33.76222222222222,43.82,42.14,57.86,0.79,1.29,13.0,0.00023061726761699165,99.89438533951639,0.10536756178753864,1.6481428480219344e-05
Kevin Curren,7.36,4.27,4.86,4.17,52.18,20.23,31.84,32.35,9.3,34.73,30.71,39.69,48.22,51.78,0.94,0.0,17.35,6.650100713107814e-15,9.082486508628792e-09,3.5671322938987274e-17,99.99999999091749
Konstantin Kravchuk,4.9,4.05,7.62,8.95,13.91,33.33,8.08,56.9,6.35,25.2,39.9525,40.73,53.02,46.98,1.38,0.78,8.24,4.3398988595133615e-07,94.20910657137297,5.790889644436532,3.3502006194251355e-06
Kyle Edmund,9.48,3.68,8.84,5.97,8.15,63.29,5.89,39.69,13.45,30.378,32.74999999999999,32.56,56.02,43.98,1.37,2.5,15.1,8.057148968387895e-05,99.9996030163487,0.0003157121974362271,6.999642611140711e-07
Laslo Djere,8.01,4.16,11.77,10.18,9.72,63.56,6.06,46.97,10.07,35.245999999999995,37.212,36.64,43.72,56.28,0.79,1.26,9.65,0.0011458761762243757,99.96993940653897,0.028914470369619066,2.4691511107926046e-07
Laurynas Grigelis,6.45,8.6,10.22,11.29,11.29,46.66,4.3,66.67,10.0,48.055,36.555,35.96,43.56,56.45,0.82,0.0,9.27,9.605464792462108e-09,0.9331688526796879,99.06683113744103,2.739471786219005e-10
Leonardo Mayer,8.07,3.1,12.16,7.57,13.44,48.72,9.05,48.83,13.06,27.989,39.662,39.6,44.6,55.4,0.85,2.33,10.34,0.0052129615791251605,99.99420886859764,0.0005688893507405296,9.280472453667327e-06
Liang Chi Huang,1.56,1.56,12.5,3.12,7.81,66.67,4.69,20.0,0.0,21.43,23.44,35.94,16.67,83.33,0.2,1.47,13.24,99.99858992335622,0.0014100752164831316,1.6100685139407437e-10,1.2661142778998421e-09
Lleyton Hewitt,6.73,3.58,7.25,6.25,10.41,52.86,6.92,49.42,11.97,27.24196721311477,29.916393442622947,32.95,53.07,46.93,1.23,1.37,9.57,3.7944911034410376e-06,99.98140044230612,0.018583351375061636,1.2411827711467109e-05
Lloyd Harris,7.84,1.11,12.76,9.72,15.95,48.53,8.32,53.01,9.02,28.3675,38.585,30.17,44.01,55.99,0.88,2.16,18.41,0.028765887475467468,99.96300073924982,0.0081268397945462,0.00010653348021771042
Lorenzo Musetti,7.83,2.61,6.39,9.05,14.92,62.21,10.76,40.74,11.06,26.54,31.410000000000004,40.52,50.61,49.39,1.03,1.63,9.85,1.6983473322399681e-06,99.9982628054045,0.0011127284023002737,0.0006227678458013154
Lorenzo Sonego,10.17,2.45,10.0,9.95,14.38,54.72,10.57,36.77,8.97,35.278000000000006,32.564,27.3,44.1,55.9,0.8,1.77,11.69,0.002995843598463985,99.99604395380118,1.5093037048558299e-05,0.0009451095632229101
